"Ward No","Ward Name","Sub Division","Division","Assembly Constituency","Zone Name","Park Name","Latitude ","Longitude","Square Meter","","","","","","","","",""
"115","Vannar Pet","Dommalooru","Shanti Nagara","Shanthi Nagara","East","Neelasandra 6th Main, BDA Lyt, Childrens Park","12.955682","77.615153","598.00","","","","","","","","",""
"117","Shanthi Nagara","Shanti Nagara","Shanti Nagara","Shanthi Nagara","East","Bekal Layout, Barly Street Park","12.957618","77.602147","410.00","","","","","","","","",""
"117","Shanthi Nagara","Shanti Nagara","Shanti Nagara","Shanthi Nagara","East","Shanthinagara BBMP Dispensary Compound Park","12.954769","77.600621","1,130.00","","","","","","","","",""
"117","Shanthi Nagara","Shanti Nagara","Shanti Nagara","Shanthi Nagara","East","Vinayakanagara 1st A Cross Childrens Playground & Park","12.952484","77.599936","1,550.00","","","","","","","","",""
"118","Sudham Nagara","Kempegowda Nagara","Chikkapete","Chikkapete","South","J.C.Road Journalist Colony next Venkatappa Park","12.958126","77.580452","3,219.00","","","","","","","","",""
"118","Sudham Nagara","Kempegowda Nagara","Chikkapete","Chikkapete","South","Subbaiah Circle","12.962682","77.590042","604.44","","","","","","","","",""
"119","Dharmaraya Swamy Temple","Kempegowda Nagara","Chikkapete","Chikkapete","South","CSI COMPOUND NEXT PARK","12.970593","77.584006","945.00","","","","","","","","",""
"119","Dharmaraya Swamy Temple","Kempegowda Nagara","Chikkapete","Chikkapete","South","Silver Jubile Park, Part-1&2","12.963858","77.580674","12,816.35","","","","","","","","",""
"119","Dharmaraya Swamy Temple","Kempegowda Nagara","Chikkapete","Chikkapete","South","Silver Jubile Small Park (Triangular)","12.96366","77.582755","680.00","","","","","","","","",""
"120","Cotton Pete","Chikpet","Gandhi Nagara","Gandhi Nagara","West","Muniyanna Garden Park","12.973692","77.562814","8,766.45","","","","","","","","",""
"120","Cotton Pete","Chikpet","Gandhi Nagara","Gandhi Nagara","West","Ramasharma Park, Binnimil","12.968233","77.573338","13,743.18","","","","","","","","",""
"121","Binni Pete","Chikpet","Gandhi Nagara","Gandhi Nagara","West","Thammaiahnna Park Magadi Road Behind Colleg","12.972544","77.561712","1,547.92","","","","","","","","",""
"121","Binni Pete","Chikpet","Gandhi Nagara","Gandhi Nagara","West","Behind Colleg and IPP Hospital Park , Magadi Road","12.975075","77.561877","1,058.25","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","West of chord road Part 3 (Adi chunchanagiri opp)","12.973898","77.544112","1,358.09","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","West Of Chord Road, Part-4(New Sagar Hotel Opp)","12.973652","77.542312","1,371.55","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Temple park Banashankari temple","12.973565","77.549924","1,815.83","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Vidyaranya Nagar Park(Prameela Bhai Maane School Park)","12.973813","77.551098","2,388.00","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Muneshwara temple park","12.943335","77.583024","2,658.00","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Prasanna theatre park","12.973845","77.551176","1,225.25","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","WOC rd Part 2","12.973423","77.541307","1,485.80","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","JP park","12.970339","77.545562","4,179.15","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Woc rd Part 1","12.974044","77.546501","468.25","","","","","","","","",""
"123","Vijaya Nagara","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Vijayanagar police station and Ashoka Hotel Opp Boulevard park","12.970367","77.53509","4,108.33","","","","","","","","",""
"124","Hosahalli","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Pipe Line Boulevard Part-1","12.966725","77.544753","571.87","","","","","","","","",""
"124","Hosahalli","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Pipe Line Boulevard Part-2","12.966493","77.544633","401.19","","","","","","","","",""
"124","Hosahalli","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Pipe Line Boulevard Part-3","12.966214","77.544514","1,372.00","","","","","","","","",""
"124","Hosahalli","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Bata Show Room Opp Park","12.967421","77.537227","1,827.00","","","","","","","","",""
"124","Hosahalli","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Telecom Layout Park","12.967038","77.549701","837.75","","","","","","","","",""
"124","Hosahalli","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Sir M.Visheshwaraiah Park","12.969185","77.539992","2,426.00","","","","","","","","",""
"124","Hosahalli","Vijay Nagara","Vijay Nagara","Vijaya Nagara","South","Hosahalli Park","12.972397","77.5364","1,619.12","","","","","","","","",""
"125","Marenahalli","Govindaraj Nagara","Govindaraj Nagara","Govindaraja Nagara","South","Amarjyothinagar Park AND  Ward Office PARK","12.974761","77.529014","1,440.68","","","","","","","","",""
"125","Marenahalli","Govindaraj Nagara","Govindaraj Nagara","Govindaraja Nagara","South","Park behind Udaya School","12.970383","77.535138","26,168.67","","","","","","","","",""
"125","Marenahalli","Govindaraj Nagara","Govindaraj Nagara","Govindaraja Nagara","South","M.C layout HT Line park Part 1 to 6","12.972963","77.533848","82,753.11","","","","","","","","",""
"125","Marenahalli","Govindaraj Nagara","Govindaraj Nagara","Govindaraja Nagara","South","MINI BAZAR PARK PART 1 AND 2 M C LAYOUT","12.973621","77.534128","48,678.30","","","","","","","","",""
"125","Marenahalli","Govindaraj Nagara","Govindaraj Nagara","Govindaraja Nagara","South","Saraswathi Puram Park","12.972432","77.52976","1,541.85","","","","","","","","",""
"125","Marenahalli","Govindaraj Nagara","Govindaraj Nagara","Govindaraja Nagara","South","Bulleward Park Part 1 - 2","12.972886","77.533928","51,375.24","","","","","","","","",""
"126","Maruthi Mandir Ward","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","BANGALORE 1 CENTRE WARD OFFICE PARK","12.966435","77.535497","495.74","","","","","","","","",""
"126","Maruthi Mandir Ward","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","P F LAYOUT PARK","12.968105","77.532303","529.13","","","","","","","","",""
"126","Maruthi Mandir Ward","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","G K W LAYOUT PARK","12.967523","77.527102","38,724.84","","","","","","","","",""
"126","Maruthi Mandir Ward","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","VINAYAKA LAYOUT PARK","12.965581","77.529632","78,037.74","","","","","","","","",""
"126","Maruthi Mandir Ward","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","CANARA BANK COLONY PARK","12.965099","77.524196","59,905.89","","","","","","","","",""
"126","Maruthi Mandir Ward","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","Ganesha Temple Park","12.964616","77.534477","2,940.00","","","","","","","","",""
"127","Mudalapalya","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","MOODALAPALYA MAIN ROAD PARK","12.967568","77.527067","374.33","","","","","","","","",""
"127","Mudalapalya","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","BBMP IPP PARK","12.973357","77.527033","758.79","","","","","","","","",""
"127","Mudalapalya","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","KAILASAGIRI PARK PANCHASHEELANAGAR MOODALAPALYA","12.966749","77.518895","1,466.99","","","","","","","","",""
"127","Mudalapalya","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","AKKAMAHADEVI PARK BYRAVESHWARANAGAR","12.968142","77.517962","1,316.24","","","","","","","","",""
"127","Mudalapalya","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","KITTHUR RANI CHENNAMMA PARK","12.967543","77.519257","880.19","","","","","","","","",""
"127","Mudalapalya","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","SWAMY VIVEKANADA PARK","12.973433","77.519792","34,553.97","","","","","","","","",""
"127","Mudalapalya","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","Salumarada Thimmakka Park  9TH MAIN BDA LAYOUT","12.963594","77.523468","564.54","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","CENTRAL TEACHERS COLONY PARK","12.956138","77.512335","1,727.00","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","AYYAPPA SWAMY TEMPLE PARK DURGA PARAMESHWARI TEMPLE","12.951973","77.521435","36,535.95","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","NGEF  LAYOUT PARK","12.958117","77.520374","72,037.35","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","SHARADA COLONY PARK","12.951944","77.521364","3,304.61","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","NEW INCOME TAX LAYOUT PARK PART 1 AND 4","12.958198","77.528916","28,368.45","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","NEW INCOME TAX LAYOUT PARK PART- 5 TO 7","12.955774","77.522096","942.92","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","VIDHYAGIRI LAYOUT PARK  PART- 1 TO 2","12.956094","77.52007","1,612.67","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","ARUNDATHI NAGAR PARK PART 1 AND 2","12.958663","77.512274","26,887.41","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","CHANDRAGIRI PARK , NEAR SIDDAGANGA SCHOOL","12.954434","77.521908","72,963.00","","","","","","","","",""
"128","Nagarabhavi","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","Park at Chandragiri Residency (Ring Road side)","12.954329","77.521819","32,931.36","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of ""D"" group Ganesha Temple Park","12.97149","77.498991","2,630.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","MPM Layout (Ground) Park at Nagarabhavi","12.968723","77.49538","34,444.51","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Annapoorneswari Layout Park      - Play Ground","12.971065","77.493261","42,086.88","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Annapoorneswari Layout Park","12.971891","77.493848","38,104.24","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Annapoorneswari Temple Park Place Nagarabhavi","12.970769","77.494462","29,062.55","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","D. Rajajinagar Layout HBCS Nagarabhavi Park RRN Zone","12.965924","77.52948","40,902.85","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","NGEF Layout Park at Mallathalli","12.959457","77.50084","75,670.29","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","NGEF Layout Park at Mallathalli Play ground","12.961101","77.496789","76,843.50","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","ITI Layout part-2 Mallathahalli Park","12.965476","77.501742","30,138.95","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Annapoorneshwari Nagar Park","12.971839","77.491726","3,111.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Annapoorneshwari Nagar (SWD)","12.979416","77.507591","1,462.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Nagarabhavi 12th block Park","12.959565","77.514212","1,800.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Railwaymen HBCS Park","12.954539","77.492162","21,312.54","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of ITI layout Park","12.967142","77.498183","30,138.95","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Rajajinagar HBCS, ""D"" group  Park","12.948843","77.520934","6,152.01","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of NGEF layout, Ganesha Temple Park","12.958902","77.509778","3,179.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Srigandha health layout  Park","12.980502","77.504017","3,493.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of NGEF layout, near Ranin (SWD) Park","12.970175","77.509283","3,243.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of ""D"" group layout Park","12.971105","77.499667","22,000.02","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Railwaymen HBCS Park","12.954539","77.492162","1,980.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Nagarabhavi 14th block (BDA)  Park","12.95825","77.506284","3,950.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Nagarabhavi 14th block Park","12.958235","77.506324","908.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of MPM Layout  Park","12.969358","77.497461","3,657.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of ITI Layout (Paly ground) Park","12.964982","77.499044","10,763.91","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Govt Press layout (Water tank) Park","12.932117","77.503211","1,775.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Govt Press layout (Transformer) Park","12.933743","77.503905","1,978.00","","","","","","","","",""
"129","Jnana Bharathi Ward","Rajarajeshwari Nagara","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Nagarabhavi Chamundeshwari temple  Park","12.978689","77.513807","85,680.73","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Rajarajeswari Layout Park, in Nagadevanahalli","12.940636","77.494929","31,272.03","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Railway Employees mens RHCS 1st Stage Ullal Park","12.952959","77.49172","66,736.24","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Gavipuram Guttahalli Society Layout Park-1,2,3","12.959341","77.48147","54,982.05","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Ullal AGS Layout Park, 2","12.947875","77.476777","32,291.73","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Ullal AGS Layout Park, 3","12.950725","77.480623","18,298.64","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Ullal Upnagar Park near Kuvempu School.","12.95973","77.4738","25,833.38","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Upkar Lyout park-2,3,4","12.964778","77.486424","30,677.14","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Railwaymens Society Park  at Bhuvaneswarinagar -3","12.943429","77.485568","40,902.85","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Railwaymens Society Park  at Bhuvaneswarinagar -4","12.954417","77.490423","46,284.81","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","JnanaBarati BDA Layout Vallagerahalli Park No.3","12.925983","77.491306","22,604.21","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Kalayan HBCS Layout Park - 3","12.939685","77.490652","22,765.67","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Kengeri KHB Layout Park (Play Ground) at Sirkke Aappartment","12.931114","77.491356","18,718.44","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Gavipuram Guttahalli Layout Park","12.95013","77.477495","18,600.03","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Upadya  Layout Park at Nagadevanahlli.","12.942589","77.490729","33,368.12","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Upakar Layout  Park","12.965423","77.481269","7,453.01","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Kalyan HBCS Bhuvaneshwari Nagar  Park","12.940396","77.491177","1,985.00","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Kalyan HBCS near (Water tank) Park","12.939807","77.489603","30,623.33","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Nagadevanahalli BDA  Park","12.937619","77.488313","881.00","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Valagerahalli Indus Hospital  Park","12.930683","77.493361","1,200.00","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of R.R. Layout  Park","12.939971","77.493792","885.00","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Valagerahalli Vinayaka temple  Park","12.930095","77.493743","5,443.00","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of KPSC layout Part-1 near (Amma Ashra) Park","12.943519","77.485356","3,410.00","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of near Jnana Ganapathi temple  Park","12.931829","77.487079","4,707.00","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of KPSC layout Part-2 Opp (Amma Ashrama)  Park","12.945307","77.486483","36,704.93","","","","","","","","",""
"130","Ullalu","Kengeri","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Ullal AGS  Park","12.952362","77.47992","6,914.01","","","","","","","","",""
"131","Nayandahalli","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","SUVARNA NAGARA LAYOUT PARK","12.946302","77.521107","46,696.32","","","","","","","","",""
"131","Nayandahalli","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","ITI LK PART-1AY OUT PAR","12.950486","77.521179","35,686.53","","","","","","","","",""
"131","Nayandahalli","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","ITI LAYOUT PARK PART-2","12.938346","77.518289","35,686.53","","","","","","","","",""
"131","Nayandahalli","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","ITI LAYOUT PARK PART-3","12.950382","77.521152","44,507.43","","","","","","","","",""
"131","Nayandahalli","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","ITI  LAYOUT PARK PART-3","12.947498","77.520674","34,499.52","","","","","","","","",""
"131","Nayandahalli","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","D CLUB NEAR PARK","12.937428","77.517803","910.54","","","","","","","","",""
"131","Nayandahalli","Chandra Layout","Govindaraj Nagara","Govindaraja Nagara","South","BEHIND IPP HOSPITAL PARK","12.952771","77.529369","453.25","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","BCC Layout Railway Parallel Park (Basaveshwara layout)","12.953778","77.527965","469.80","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Venkateshwara Layout Park","12.95409","77.531893","492.85","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","80 feet Road Park","12.957634","77.527876","1,683.30","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Sky Line Apartment Opp Park","12.960533","77.525223","2,296.00","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Chandra Layout, Ganesha Temple Backside Park","12.953013","77.529544","2,757.37","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Widia Layout Park","12.9617","77.53111","2,374.20","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Income tax Layout park Part-1","12.958198","77.528916","2,146.40","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Chandra Layout, Income Tax Layout, Part-2","12.958409","77.529031","837.82","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Ward office park part-1","12.963605","77.531474","1,151.00","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Binny Layout, Laughing Club","12.958129","77.531178","1,427.74","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","BCC LAYOUT PARK VACANT PLACE","12.953426","77.527767","1,136.20","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","BCC LAYOUT  PARK CHIDREN PLAY GROUND & VACANT PLACE","12.953426","77.527767","594.68","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","80 FEET ROAD  VACANT PARK CITIZEN CENTRE","12.95772","77.527864","1,514.38","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","FREE LIDRARY AND  PARK","12.95772","77.527864","502.79","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","MARENAHALLI MAIN ROAD NEXT CHILDREN PLAY","12.959463","77.529381","971.74","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","WARD OFFICE OPP PARK PART-1","12.957513","77.528241","242.27","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","WARD OFFICE OPP PARK PART-2","12.957513","77.528241","68.40","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","WARD OFFICE OPP PARK PART-3","12.957513","77.528241","199.26","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","WARD OFFICE OPP PARK PART-4","12.957513","77.528241","74.25","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","CHANDRA LAYOUT VACANT PLACE (MILLK DIARY)","12.960035","77.525995","262.00","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Sky Line Park next Vacant Place","12.960485","77.525113","579.00","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","maintainence of  Basaveshwara Park","12.956907","77.53658","693.50","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","maintainence of Binny Layout, Part-1","12.957456","77.53043","758.82","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Shakthi Ganapathi Temple park BCC Layout","12.955374","77.527934","4,140.37","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","maintainence of Bapuji Layout Park","12.962555","77.52699","4,224.00","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","Chandra Layout, Income Tax Layout, Part-3","12.95785","77.528822","1,238.35","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","maintainence of Kailaseshwara Park","12.960443","77.525144","561.21","","","","","","","","",""
"132","Attiguppe","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","BCC Layout Park","12.953778","77.527965","3,726.00","","","","","","","","",""
"133","Hampi Nagara","Gaali Anjaneya Temple","Vijay Nagara","Vijaya Nagara","South","SWIMMING POOL PARK","12.948591","77.559124","5,273.64","","","","","","","","",""
