"Ward No","Ward Name","Sub Division","Division","Assembly Constituency","Zone Name","Park Name","Latitude ","Longitude","Square Meter","","","","","","","","",""
"52","KR Puram","K.R.Puram","K.R.Puram","K.R. Puram","Mahadevapura","Vengayyana kere t c palya park","13.017438","77.703887","5,670.00","","","","","","","","",""
"52","KR Puram","K.R.Puram","K.R.Puram","K.R. Puram","Mahadevapura","Bhatarahalli park near GCC college.","13.025014","77.707563","1,853.42","","","","","","","","",""
"55","Devasandra","K.R.Puram","K.R.Puram","K.R. Puram","Mahadevapura","K r puram hanging bridge median pots","13.00186","77.681257","8,000.00","","","","","","","","",""
"55","Devasandra","K.R.Puram","K.R.Puram","K.R. Puram","Mahadevapura","Mini Vidhana soudha park","13.006559","77.682736","2,207.00","","","","","","","","",""
"57","C.V. Raman Nagara","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Bhuvaneshwari nagara Park Byrasandra main Road","12.983974","77.661428","1,271.00","","","","","","","","",""
"58","New Tippa Sandra","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","HAL 3rd Stage, 4th Cross, Cambridge School near","12.970533","77.650636","5,612.00","","","","","","","","",""
"58","New Tippa Sandra","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","J.B.Nagara,HT Line Park","12.968536","77.648676","1,286.00","","","","","","","","",""
"58","New Tippa Sandra","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","J.B.Nagara, LIC Colony 7th Main, Diagonal Park","12.968544","77.651595","610.00","","","","","","","","",""
"58","New Tippa Sandra","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","HAL 3rd Stage, 2nd Main, 3rd Cross, Traiangler Park","12.971776","77.648699","336.00","","","","","","","","",""
"58","New Tippa Sandra","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","New Thippasandra Park, Geethanjali Lyt","12.974979","77.654565","5,580.00","","","","","","","","",""
"58","New Tippa Sandra","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","HAL 3rd Stage, 4th Main, 8th Cross Park","12.971517","77.65237","345.00","","","","","","","","",""
"58","New Tippa Sandra","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Major Silvay Star Rajeshrathnam Park","12.973445","77.656359","2,153.00","","","","","","","","",""
"58","New Tippa Sandra","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Jeevanbhimanagar main Road, Opp Water tank below High tension wire","12.968331","77.6496","1,440.00","","","","","","","","",""
"59","Maruthi Seva Nagara","Maruthi Seva Nagara","Sarvajna Nagara","Sarvagna Nagara","East","Byyappanahalli Main, Nagayanapalya Parkl","12.996365","77.64131","1,271.00","","","","","","","","",""
"59","Maruthi Seva Nagara","Maruthi Seva Nagara","Sarvajna Nagara","Sarvagna Nagara","East","Vivekananda Nagara 2nd Cross Park","13.004732","77.626969","342.00","","","","","","","","",""
"59","Maruthi Seva Nagara","Maruthi Seva Nagara","Sarvajna Nagara","Sarvagna Nagara","East","BBMP Park Cookes Town","13.000701","77.621468","2,808.00","","","","","","","","",""
"59","Maruthi Seva Nagara","Maruthi Seva Nagara","Sarvajna Nagara","Sarvagna Nagara","East","MEG Officers Colony","13.000436","77.628388","1,645.00","","","","","","","","",""
"59","Maruthi Seva Nagara","Maruthi Seva Nagara","Sarvajna Nagara","Sarvagna Nagara","East","High Street Park Cooks Town","13.001015","77.62398","0.00","","","","","","","","",""
"59","Maruthi Seva Nagara","Maruthi Seva Nagara","Sarvajna Nagara","Sarvagna Nagara","East","High Street Childrens Park","13.000434","77.623862","0.00","","","","","","","","",""
"59","Maruthi Seva Nagara","Maruthi Seva Nagara","Sarvajna Nagara","Sarvagna Nagara","East","MEG JCO Colony Park","13.001121","77.629532","723.00","","","","","","","","",""
"60","Sagayara Puram","K.G. Halli","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","Dr Ambedkar Park, Hale Bagalur Lyt, Marimuttu Park","13.006553","77.620731","2,171.00","","","","","","","","",""
"60","Sagayara Puram","K.G. Halli","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","Hals Road Park","13.000501","77.623838","190.00","","","","","","","","",""
"61","SK Garden","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","William Stwn Bore Bank Road Park","12.999155","77.608647","1,477.00","","","","","","","","",""
"61","SK Garden","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","1st Main Williams Town Park","12.999768","77.606929","1,952.00","","","","","","","","",""
"61","SK Garden","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","Williams Town 6th & 7th Cross Park","13.000144","77.607519","2,223.00","","","","","","","","",""
"61","SK Garden","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","ITI Layout, 18th Cross Park","13.004227","77.605015","898.00","","","","","","","","",""
"61","SK Garden","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","Byadarahalli Willems Stown Park","13.000157","77.608966","88.00","","","","","","","","",""
"62","Ramaswamy Palya","Vasanth Nagara","Shivaji Nagara","Shivaji Nagara","East","Chinnappagarden Park","13.00185","77.602135","784.00","","","","","","","","",""
"62","Ramaswamy Palya","Vasanth Nagara","Shivaji Nagara","Shivaji Nagara","East","Chinnappa Garden Road Park","13.00168","77.601107","1,234.00","","","","","","","","",""
"62","Ramaswamy Palya","Vasanth Nagara","Shivaji Nagara","Shivaji Nagara","East","Chinnappagarden ITI Lyt, 5th Main Road Park","13.005881","77.605382","1,843.00","","","","","","","","",""
"62","Ramaswamy Palya","Vasanth Nagara","Shivaji Nagara","Shivaji Nagara","East","Chinnappagarden ITI Lyt, 5th Main, Ganesha Temple","13.004991","77.603942","409.00","","","","","","","","",""
"63","Jaya Mahal","Vasanth Nagara","Shivaji Nagara","Shivaji Nagara","East","Taskar Town Park","12.998147","77.603439","1,937.00","","","","","","","","",""
"63","Jaya Mahal","Vasanth Nagara","Shivaji Nagara","Shivaji Nagara","East","Balappagarden Park","12.998226","77.604433","681.00","","","","","","","","",""
"63","Jaya Mahal","Vasanth Nagara","Shivaji Nagara","Shivaji Nagara","East","Chacha Nehru Park, 5th Main","13.002247","77.596325","1,417.00","","","","","","","","",""
"63","Jaya Mahal","Vasanth Nagara","Shivaji Nagara","Shivaji Nagara","East","Jayamahal Park","13.001045","77.597562","13,989.00","","","","","","","","",""
"64","Raj Mahal Guttahalli","Malleshwaram","Malleshwaram","Malleshwaram","West","Swimming pool park 10th cross","13.006906","77.578348","1,304.10","","","","","","","","",""
"64","Raj Mahal Guttahalli","Malleshwaram","Malleshwaram","Malleshwaram","West","Guttahalli Hospital Park","12.998957","77.581921","94.09","","","","","","","","",""
"64","Raj Mahal Guttahalli","Malleshwaram","Malleshwaram","Malleshwaram","West","Guttahalli Traingular Park","12.996521","77.582361","106.23","","","","","","","","",""
"64","Raj Mahal Guttahalli","Malleshwaram","Malleshwaram","Malleshwaram","West","Anantha krishna rao park","13.002544","77.576687","22,956.12","","","","","","","","",""
"64","Raj Mahal Guttahalli","Malleshwaram","Malleshwaram","Malleshwaram","West","Dattatreya temple park","12.999143","77.574338","1,138.18","","","","","","","","",""
"64","Raj Mahal Guttahalli","Malleshwaram","Malleshwaram","Malleshwaram","West","Maszid Park , Guttahalli (Department)","12.999646","77.581363","315.66","","","","","","","","",""
"65","Kadu Malleshwar Ward","Malleshwaram","Malleshwaram","Malleshwaram","West","Gayathri Cowdaiah Memorial Hall Park","13.006101","77.575472","1,171.57","","","","","","","","",""
"65","Kadu Malleshwar Ward","Malleshwaram","Malleshwaram","Malleshwaram","West","Malleshwaram Railway Station Park","13.000933","77.563685","567.57","","","","","","","","",""
"65","Kadu Malleshwar Ward","Malleshwaram","Malleshwaram","Malleshwaram","West","New Market Park , Malleshwaram","13.003077","77.570687","17,402.22","","","","","","","","",""
"65","Kadu Malleshwar Ward","Malleshwaram","Malleshwaram","Malleshwaram","West","Elephant Park","12.999364","77.620316","1,616.72","","","","","","","","",""
"66","Subramanya Nagara","Malleshwaram","Malleshwaram","Malleshwaram","West","Milk Colony Park -2","13.009755","77.557001","56,878.47","","","","","","","","",""
"66","Subramanya Nagara","Malleshwaram","Malleshwaram","Malleshwaram","West","Sangolli Rayanna Park","13.007253","77.557824","1,22,512.50","","","","","","","","",""
"66","Subramanya Nagara","Malleshwaram","Malleshwaram","Malleshwaram","West","Milk Colony Park -1","13.010372","77.55831","1,014.75","","","","","","","","",""
"66","Subramanya Nagara","Malleshwaram","Malleshwaram","Malleshwaram","West","Vyalikaval Park","13.007351","77.557926","32,964.03","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Swami Vivekananda Park","12.999408","77.542011","98,565.39","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Buddashanti Park  ( H.T. Line )","13.00178","77.547504","60,515.73","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Mahadevithayi Park","13.008598","77.544169","30,067.27","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Park at Nandini Thetre Bhovi Palya","13.00418","77.54283","68,334.75","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Santha Siddarooda Park","13.003917","77.546466","5,063.85","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Udayakumar  Park","13.002569","77.551779","45,563.76","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Akkamahadevi  Park","13.007248","77.544841","35,316.27","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part-1 Bhovi playa","13.00285","77.541857","43,124.40","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part- 2 Bhovi playa","13.004413","77.5453","773.96","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Ushe Park","12.997854","77.545652","19,307.97","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Sir. M. Vishhweshwaraiah Park","12.998472","77.548833","42,950.16","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Mangala Krumariyamma Park Part 1 AND  2","13.00316","77.546762","624.23","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","1st R Block Park","12.999848","77.548355","13,612.50","","","","","","","","",""
"67","Nagapura","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Harekrishna Park 1st N Black (Depatr)","13.011116","77.551278","19,536.66","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part- 1","13.006928","77.537686","19,972.26","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Vasavi Park","13.009978","77.543451","33,780.78","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part- 2","13.006741","77.538165","1,128.06","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part- 3","13.006641","77.53843","24,360.93","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Saraswathipuram Park","13.010751","77.538051","1,755.33","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Park near Srinivasa Temple","13.008781","77.545484","34,858.89","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Anjaneya Gudda Park","13.010085","77.543547","1,12,765.95","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Swimming Pool Park","12.948591","77.559124","825.56","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Anna Basavanna Park","13.008518","77.544241","422.90","","","","","","","","",""
"68","Mahalakshmipuram","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Athmeya Geleyara Balaga Park","13.008141","77.539937","668.74","","","","","","","","",""
"69","Laggere","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Laggere Ring Road Junction","13.011002","77.522348","24,434.07","","","","","","","","",""
"70","Rajagopal Nagara","Hegganahalli","Hegganahalli","Dasarahalli","Dasarahalli","GKW","12.967564","77.527095","5,006.46","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Muddina Palya Main Road, Gidada Konehalli Park,  in RR Nagar Zone.","12.968422","77.48817","58,125.11","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Ganesha farm Anjana Nagar  Park","12.979282","77.476401","1,836.00","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of BEL layout (Gandhi) Park","12.982063","77.476605","9,125.01","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of BEL layout (Jinke) Park","12.982121","77.484406","8,900.01","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of BEL layout graveyard Park","12.977803","77.485699","4,200.00","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of BEL layout East, West, School  Park","12.972145","77.482871","2,098.00","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Syndicate bank layout Part-1  Park","12.994715","77.487791","6,000.01","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Syndicate bank layout Part-3  Park","12.996415","77.488181","79,652.94","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of Syndicate bank layout Part-2  Park","12.996649","77.486291","60,740.75","","","","","","","","",""
"72","Herohalli","Herohalli","Kengeri","Yeshwantpura","Rajarajeshwari Nagara","Maintenance of BEL layout (Kere) Park","12.978803","77.483933","7,860.01","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","1st Blcok, Nagarabhavi, Near Sub- Register Office Park","12.980485","77.512345","11,302.10","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","8th Block Park at Nagarabhavi BDA Layout","12.971101","77.514681","14,316.00","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Vinayaka Layout at Nagarabhavi Park","12.971113","77.515943","28,524.36","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maruthi Temple Park at Vinayaka Layout","12.961913","77.51375","33,400.03","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Ramakrishna layout park at Malagala main road park","12.979368","77.516452","62,753.60","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Vishveswarapura Law College Opp.Park at Nagarabhavi 1st Block.","12.983266","77.510981","26,909.78","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Vinayaka layout Park","12.962785","77.514239","20,526.78","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Prasanna Anjaneya temple  Park","12.977285","77.513007","2,475.00","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Ravi gym (BDA) Park","12.973034","77.512335","1,920.00","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Nagarabhavi 9th block Park","12.968664","77.514431","5,480.00","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Nagarabhavi Maruthi Mandir Park","12.962023","77.513761","5,400.01","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Nagarabhavi 11th block  Park","12.962958","77.510268","3,853.00","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Nagarabhavi 13th block Dobi ghat  Park","12.977262","77.516348","6,000.01","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Nagarabhavi 11th block (Kere)  Park","12.964023","77.509133","2,505.00","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of near Aryan School Park","12.962601","77.507754","1,653.00","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Ramakrishna Hegde Park","12.97687","77.512272","3,216.00","","","","","","","","",""
"73","Kottegepalya","Laggere","Rajarajeshwari Nagara","Rajarajeswari Nagara","Rajarajeshwari Nagara","Maintenance of Bande Maramma Park","12.966053","77.51652","4,600.00","","","","","","","","",""
"74","Shakthi Ganapathi Nagara","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","40 VNT BRIDGE PARK","13.008922","77.546108","50,377.14","","","","","","","","",""
"74","Shakthi Ganapathi Nagara","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part 9","12.998891","77.528099","32,678.00","","","","","","","","",""
"74","Shakthi Ganapathi Nagara","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Vasavi Temple Park","13.009266","77.543887","12,371.04","","","","","","","","",""
"74","Shakthi Ganapathi Nagara","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","SBI Colony Park","12.994878","77.537968","28,314.00","","","","","","","","",""
"74","Shakthi Ganapathi Nagara","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Kuvempu Park","12.992889","77.531993","27,911.07","","","","","","","","",""
"74","Shakthi Ganapathi Nagara","Mahalakshmi Layout","Mahalakshmi Layout","Mahalakshmi Layout","West","Kamala Ganapathi Park","12.995168","77.533161","39,796.41","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","S V K Layout Park 3rd Cross","12.999683","77.533669","4,998.51","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","siddarooda park j c nagar","13.000561","77.534203","24,360.93","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Ward Office Park","13.002869","77.541831","26,114.22","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Jai Maruthi Park","12.996225","77.534527","534.19","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Shambhavamurthy Park","12.997614","77.537516","23,740.20","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part- 4","13.003033","77.542129","26,832.96","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part- 5","13.001705","77.53905","24,774.75","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part- 6","13.001407","77.537752","26,277.57","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","KEC Colony Park","12.999084","77.538213","33,247.17","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Kempegowda Park","12.998823","77.526946","72,614.52","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part- 7","12.999803","77.531159","1,186.74","","","","","","","","",""
"75","Shankar Matt","Naagapura","Mahalakshmi Layout","Mahalakshmi Layout","West","Pipeline Park Part- 8","13.000142","77.53257","23,424.39","","","","","","","","",""
"77","Dattatreya Temple Ward","Gandhi Nagara","Gandhi Nagara","Gandhi Nagara","West","W.H. Gopal Park Part- 1 and 2","12.994652","77.572968","45,160.83","","","","","","","","",""
"77","Dattatreya Temple Ward","Gandhi Nagara","Gandhi Nagara","Gandhi Nagara","West","LINK ROAD PARK","12.994303","77.573996","7,078.50","","","","","","","","",""
"78","Pulakeshi Nagara","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","Elephant Park","12.999364","77.620316","132.00","","","","","","","","",""
"78","Pulakeshi Nagara","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","Paranjyothi Park","12.997845","77.616765","130.00","","","","","","","","",""
"78","Pulakeshi Nagara","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","Coles Park (Fredam fighter Park","12.993998","77.609156","32,670.00","","","","","","","","",""
"78","Pulakeshi Nagara","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","M M Road, Park","13.000193","77.61949","3,167.00","","","","","","","","",""
"78","Pulakeshi Nagara","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","Assayya Road Park","12.990552","77.619342","1,395.00","","","","","","","","",""
"78","Pulakeshi Nagara","Pulikeshi Nagara","Pulikeshi Nagara","Pulakeshi Nagara (SC)","East","Dr Ambedkar Park, Nethaji Road,","13.000612","77.61094","1,181.00","","","","","","","","",""
"79","Sarvagna Nagara","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","M M Road, Hospital Inside Park","12.998951","77.620568","350.00","","","","","","","","",""
"79","Sarvagna Nagara","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","M M Road, Pulikeshinagara Police Station Opposit Park","12.998684","77.619894","1,661.00","","","","","","","","",""
"79","Sarvagna Nagara","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Asai Road Park","12.990057","77.619262","483.00","","","","","","","","",""
"79","Sarvagna Nagara","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Kallahalli Crematorium inside Neelam Sanjeevareddy  Park","12.99052","77.631238","698.00","","","","","","","","",""
"79","Sarvagna Nagara","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Kallahalli Main Road, Kensington Park","12.986195","77.62235","520.00","","","","","","","","",""
"79","Sarvagna Nagara","C.V.Raman Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Kallahalli Main Road Park","12.987073","77.622362","450.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Indiranagara 2nd Stage, 17th B Cross Childrens Park","12.978948","77.633541","4,080.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Hoysalanagara Contact Point & Indiranagar 17th F Cross Park","12.977274","77.632817","5,512.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Indiranagara 2nd Stage, 13th Cross Park","12.979552","77.635907","6,649.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Indiranagara 2nd Stage, 12th Cross Park","12.981629","77.6374","5,512.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Murpy Town Near BBMP Samudaya Bhavanan","12.980145","77.629093","1,386.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Indiranagara 1st Stage, 14th Cross, Near Jain College","12.976537","77.635214","2,120.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","HAL 2nd Stage BM Sri Circle Park","12.978519","77.640614","0.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","BM Kaval Park","12.981048","77.637634","0.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","HAL 2nd Stage 10 th & 11 th Main, Indiranagara Park","12.971153","77.64412","0.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Defence Colony 3&4th Main Middle Childrens Park","12.976325","77.644419","0.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Defence Colony Park 3, 5th & 6th Main Road","12.974886","77.643628","965.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Jayarajanagara A Cross park","12.981058","77.626211","999.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Murpy Town 2nd A Cross, Housing Board Equates Near","12.980457","77.628129","326.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Murpy Town Park","12.978895","77.627182","1,297.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Indiranagar 1st Stage Double Road Park","12.98045","77.63745","5,352.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Defence Colony 2nd & 3rd Main Park","12.975434","77.644883","12,071.00","","","","","","","","",""
"80","Hoysala Nagara","Jeevanbheema Nagara","C.V.Raman Nagara","C.V. RamanNagara (SC)","East","Indiranangara 1st Stage, Krishna Temple park","12.978798","77.64608","276.00","","","","","","","","",""
